"Pollutant","Aggregation level","State","County","Unit of measure","January","February","March","April","May","June","July","August","September","October","November","December"
"VOCS","County","CT","Fairfield County","percent","-0.1426090045165729","-0.3418181080767872","-0.2791928860921034","-0.2517382863594279","-0.4080157985394458","-0.3243574703932537","-0.042791392675220384","-0.12807058936741916","-0.323781142899917","-0.24680221242474573","-0.15151771109762013","-0.14909716684953078"
"NH3","County","CT","Fairfield County","percent","-0.12072641855578568","-0.32362990273113657","-0.24579528708664877","-0.22274865730448826","-0.3980424253377965","-0.2759338216157532","-0.01580867145565186","-0.10678692910861684","-0.29114495440485944","-0.22750701436284293","-0.12402476679694756","-0.11605420510544442"
"SO2","County","CT","Hartford County","emissions (pounds)","0","0","0","0","0","0","0","0","0","0","0","0"
"NOX","County","CT","Hartford County","emissions (pounds)","-3.3062505062653145","-3.3808570682745085","-0.7613697169977058","-5.396796225738399","-6.286517759488561","-7.715013967592768","-87.50177825903484","-35.864280257597784","-5.775701002926326","-6.003244297660331","0.05967676962927726","-1.385704678492857"
"CO2","County","CT","Hartford County","emissions (tons)","-1.343298909092482","-5.08206989541668","-1.9476184990617185","-4.941703105963825","-6.6486675494743395","-6.459480199180689","-52.604658530190136","-23.198092223942695","-5.149403379385149","-7.444654061750043","-0.6472450804858454","-1.8174088899331764"
"PM25","County","CT","Hartford County","emissions (pounds)","-0.10921803317671674","-0.5030468262289105","-0.21777049042464114","-0.5174418390132587","-0.5842780890843642","-0.6542836830838041","-5.098113152688256","-2.3233350685609366","-0.49635339444660076","-0.840758101833103","-0.074070321071531","-0.20525124470566425"
"VOCS","County","CT","Hartford County","emissions (pounds)","-0.16427299022876696","-0.416049996913614","-0.04443232388246088","-0.3405562304433545","-0.8713668674478754","-0.49105903591956235","-5.83965328582417","-2.1549325874383385","-0.512609410622332","-0.27341035730319163","-0.05871744972571946","0.05151447552248101"
"NH3","County","CT","Hartford County","emissions (pounds)","-0.05835002885373797","-0.9442281287331298","-0.37149168854284653","-0.806250157688055","-1.1236516718317944","-0.7751406499726272","-3.7024952916035545","-1.6539112310072142","-0.7037161563985137","-1.2063320498316443","-0.1830180435249531","-0.22801756614921942"
"SO2","County","CT","Hartford County","percent","0","0","0","0","0","0","0","0","0","0","0","0"
"NOX","County","CT","Hartford County","percent","-0.09524148231716352","-0.11854616848774892","-0.023999110017917925","-0.18020293982063854","-0.26588397356206883","-0.28063978539903695","-0.9413672394069961","-0.7628709099446727","-0.22699717040749692","-0.18285359735399606","0.001935450100016678","-0.03904534278791223"
